url_length,num_dots_in_url,num_special_chars,num_subdomains,num_forms,num_inputs,num_password_fields,num_external_links,num_internal_links,num_hidden_fields,num_mailto_links,num_scripts,num_js_functions,has_eval_js,has_escape_js,has_unescape_js,has_settimeout_js,has_setinterval_js,has_https,suspicious_url,num_meta_tags,num_refresh_meta,num_iframes,num_hidden_iframes,num_images,num_images_with_suspicious_url,num_style_tags,num_inline_styles,num_onload_attributes,num_onerror_attributes,num_external_form_actions,label
81197,1831,4961,1830,1,4,0,18,17,2,0,9,321,0,1,0,1,0,0,1,4,0,0,0,1,0,1,2,1,1,0,0
18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254639,3781,8356,3780,3,6,0,975,52,2,0,33,19,0,0,0,0,0,0,1,12,0,4,1,72,1,0,34,0,0,0,0
18356,254,387,253,0,0,0,14,3,0,0,3,10,0,0,0,0,1,0,1,5,0,0,0,0,0,2,3,0,0,0,0
32104,376,1600,375,0,0,0,38,2,0,0,14,14,0,0,0,0,0,0,0,9,0,2,0,21,0,4,25,0,0,0,0
192220,840,4748,839,5,9,0,11,60,9,0,36,22,0,1,1,0,0,0,0,13,0,2,0,140,0,1,130,0,0,0,1
193441,1897,12683,1896,6,77,0,317,9,75,0,46,67,0,0,0,1,0,0,1,38,1,5,0,45,0,2,40,0,0,6,0
321348,3349,20926,3348,0,2,0,169,191,0,43,17,10,0,0,0,1,0,0,1,25,0,0,0,92,0,0,0,0,0,0,0
118700,1468,3954,1467,0,0,0,301,6,0,0,30,14,0,1,1,1,0,0,1,21,0,0,0,58,0,4,60,0,0,0,0
37867,606,1400,605,1,6,0,3,0,4,0,19,0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,11,0,0,1,1
5106,64,140,63,1,3,0,3,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1
92055,816,866,815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66854,348,2816,347,0,0,0,47,9,0,0,24,7,0,0,0,0,1,0,1,8,0,1,0,34,0,0,7,0,0,0,0
11459,88,424,87,1,3,1,0,0,0,0,19,1,0,0,0,0,0,0,1,1,0,0,0,8,0,2,18,0,0,0,1
53624,1210,2189,1209,1,5,1,309,32,1,0,10,4,0,1,1,0,0,0,1,4,0,0,0,47,1,1,53,0,0,1,0
135991,1555,8385,1554,6,17,3,15,461,2,0,15,11,1,0,0,1,0,0,1,11,0,0,0,179,0,0,27,0,0,2,0
91721,906,3037,905,1,4,0,17,268,1,0,24,31,0,0,0,1,0,0,1,8,0,2,0,126,0,4,222,0,0,0,0
138616,1045,4533,1044,4,22,0,55,145,15,1,25,18,0,0,0,1,0,0,1,30,0,2,0,47,0,0,2,0,0,3,0
19908,212,1160,211,1,1,0,4,47,0,0,14,13,0,0,0,1,0,0,1,4,0,0,0,9,0,0,22,0,0,0,0
16217,241,634,240,1,2,0,13,118,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,1,0
56102,444,2751,443,1,2,0,121,1,0,0,9,3,0,1,0,0,0,0,1,12,0,0,0,49,0,0,0,0,0,1,0
167086,8224,3796,8223,0,2,0,116,4,0,0,19,16,0,0,0,1,1,0,1,14,0,2,0,33,1,1,43,0,0,0,0
32206,291,1186,290,1,6,1,0,3,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,4,0,13,1,0,0,0,1
266450,3982,11297,3981,4,17,0,51,186,14,0,32,89,0,1,1,1,0,0,1,7,0,0,0,24,0,5,112,0,0,3,0
3868,35,190,34,1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
23867,368,1253,367,1,4,0,13,87,3,0,12,8,0,0,0,0,0,0,1,12,0,0,0,38,0,0,17,0,0,1,0
31015,456,1195,455,1,1,0,20,15,0,0,9,20,0,0,0,0,0,0,1,15,0,0,0,1,0,0,2,0,0,0,0
9064,85,251,84,0,1,0,0,5,0,0,9,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0
55670,836,2487,835,2,12,1,202,11,2,0,18,18,0,1,1,1,0,0,1,16,0,1,0,15,0,0,106,0,0,1,0
3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51340,517,3056,516,1,3,0,37,33,2,0,20,27,0,0,0,1,0,0,1,25,0,2,0,28,1,2,8,0,0,1,0
235,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
49436,353,1600,352,1,5,0,5,45,3,0,29,16,0,1,1,1,0,0,1,8,0,1,1,21,0,4,3,0,0,0,0
88896,1371,2807,1370,2,8,0,162,91,3,1,34,30,0,1,0,0,0,0,1,11,0,0,0,52,0,1,48,0,0,1,0
2317,12,96,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,3,0,0,0,1
106178,1163,3903,1162,1,3,0,4,337,0,0,26,17,0,1,1,1,1,0,1,10,0,2,0,204,0,0,80,0,0,0,0
111047,1132,6546,1131,2,18,1,222,12,15,0,47,32,0,0,0,1,0,0,1,12,0,0,0,28,0,2,30,1,0,1,1
77501,1213,3811,1212,1,1,0,140,24,0,0,33,46,1,1,1,1,0,0,1,9,0,1,0,63,0,5,35,0,0,1,0
27654,454,1303,453,1,6,0,29,3,5,0,17,24,0,0,0,0,1,0,0,1,0,0,0,26,0,3,4,0,0,1,0
363878,950,13119,949,4,41,2,49,488,31,0,87,65,0,0,0,1,1,0,1,19,0,0,0,88,0,0,5,0,0,3,0
15691,268,564,267,1,23,1,12,0,19,0,21,7,0,0,0,0,0,0,1,3,0,0,0,2,0,3,1,0,0,0,1
11399,229,443,228,0,0,0,55,2,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,9,0,1,1,0,0,0,0
173778,1083,7314,1082,2,16,1,213,28,12,0,45,39,0,0,0,1,0,0,1,12,0,1,0,31,0,1,76,1,0,1,1
50479,505,2697,504,1,1,0,21,96,0,0,16,2,0,0,0,0,0,0,1,9,0,1,0,15,0,1,0,0,0,0,0
11257,122,348,121,1,3,1,2,15,0,0,12,5,0,1,0,0,0,0,0,3,0,0,0,7,0,6,30,0,0,0,0
564885,1150,13151,1149,0,2,0,0,491,0,0,10,33,0,0,0,1,1,0,1,8,0,0,0,2,0,0,1448,0,0,0,0
18190,170,753,169,2,6,1,1,15,0,0,12,35,0,0,0,1,0,0,1,5,0,0,0,4,0,0,3,1,0,0,1
5651,83,162,82,0,0,0,0,16,0,0,2,2,0,0,0,0,0,0,0,7,0,0,0,16,0,1,2,0,0,0,0
281262,4380,11090,4379,0,4,0,1159,16,0,1,65,76,0,1,1,1,0,0,1,6,0,11,0,116,0,2,151,0,0,0,0
25987,134,986,133,1,37,0,6,59,0,0,6,5,0,0,0,0,0,0,1,7,0,2,0,1,0,0,8,0,0,0,0
51908,723,1775,722,3,10,0,157,0,4,0,16,10,0,0,0,0,0,0,1,10,0,0,0,54,0,1,2,0,0,3,0
7040,116,346,115,0,0,0,24,0,0,0,3,1,0,0,0,0,0,0,1,5,0,0,0,21,1,0,1,0,0,0,0
21857,93,952,92,1,1,0,10,67,0,0,6,7,0,0,0,0,0,0,1,4,0,0,0,19,0,0,0,0,0,0,0
28217,315,1095,314,3,12,1,35,6,6,0,8,7,0,0,0,0,0,0,1,3,0,0,0,13,0,2,16,0,0,2,1
233,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5364,49,340,48,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,1,4,0,0,0,2,0,1,32,0,0,0,0
40405,443,1793,442,1,5,0,65,14,3,0,8,7,0,0,0,0,0,0,1,9,0,0,0,24,0,5,25,0,0,1,0
16037,333,894,332,0,0,0,18,2,0,0,25,7,0,0,0,0,0,0,1,3,0,0,0,2,0,2,0,0,0,0,1
140386,535,8783,534,4,8,0,87,261,2,0,18,11,0,0,0,0,0,0,1,19,0,2,0,71,5,0,19,0,0,0,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
84977,2183,3651,2182,0,0,0,80,28,0,2,26,31,0,0,0,1,0,0,1,14,0,0,0,10,0,5,6,0,0,0,0
27528,455,1377,454,0,0,0,47,1,0,0,13,8,0,0,0,0,0,0,0,6,0,0,0,14,0,3,1,0,0,0,0
174108,485,8206,484,1,1,0,22,355,0,0,12,0,0,1,1,0,0,0,1,7,0,0,0,341,0,0,590,1,0,0,0
123150,595,5846,594,1,4,0,1,257,1,0,22,48,0,1,1,1,0,0,1,6,0,0,0,9,0,3,171,0,0,0,0
172758,1312,12841,1311,3,11,2,376,12,2,3,29,11,0,1,0,0,0,0,1,7,0,1,0,59,0,0,221,0,0,1,0
5608,79,162,78,0,0,0,0,16,0,0,2,2,0,0,0,0,0,0,0,7,0,0,0,16,0,1,2,0,0,0,0
115987,1968,5716,1967,1,7,0,305,14,4,0,46,28,0,1,0,0,0,0,1,7,0,2,0,141,0,3,73,0,0,0,0
69420,845,4257,844,2,3,0,45,187,0,0,7,14,0,0,0,0,0,0,1,8,0,0,0,24,0,0,0,0,0,0,0
193594,1083,6783,1082,2,3,0,22,268,1,0,34,17,0,0,0,1,0,0,1,8,0,0,0,16,0,4,72,0,0,0,0
21090,265,688,264,1,3,0,24,25,0,0,13,7,0,0,0,0,0,0,1,8,0,0,0,12,0,0,33,0,0,1,0
73,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49473,426,2419,425,1,17,0,12,94,10,0,27,37,0,0,0,1,1,0,1,9,0,0,0,23,0,1,62,0,0,0,0
1849,4,78,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,1
2407,76,186,75,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
19095,184,767,183,2,4,0,10,0,2,0,7,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,2,1,0,1,1
161371,4098,8163,4097,3,8,0,130,0,0,0,15,20,0,0,0,0,0,0,1,29,0,2,0,48,0,1,13,0,47,3,0
375093,4134,9705,4133,0,2,0,323,478,0,0,22,35,0,0,0,1,1,0,1,8,0,0,0,402,0,1,15,0,0,0,0
10937,191,358,190,0,0,0,4,16,0,0,16,10,1,1,1,0,0,0,1,5,0,2,0,1,0,0,4,0,0,0,0
6629,88,218,87,0,0,0,13,0,0,0,5,1,0,0,0,0,0,0,1,13,0,0,0,1,0,0,4,0,0,0,0
18367,231,633,230,1,2,0,13,12,0,2,12,18,0,0,0,0,0,0,0,27,0,1,0,1,0,1,5,0,0,0,0
91,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
115946,1588,5072,1587,2,5,0,295,140,2,0,22,7,0,0,0,0,0,0,1,4,0,0,0,51,0,0,238,0,0,2,0
60750,717,2614,716,5,19,5,0,8,5,0,4,1,0,0,0,0,0,0,1,2,0,0,0,8,0,9,19,0,0,0,1
74323,486,1795,485,1,2,0,8,131,2,0,2,3,0,0,0,0,0,0,1,6,1,0,0,100,1,1,21,0,0,0,0
140573,1229,4458,1228,1,1,0,176,3,0,0,21,159,0,0,0,1,0,0,1,226,0,2,0,12,0,0,32,0,0,1,0
160752,3786,8479,3785,1,1,0,10,36,0,0,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,5,0,0,1,0
127242,2525,4032,2524,1,31,1,12,1,29,0,29,84,1,1,1,1,0,0,1,3,0,0,0,4,1,18,5,0,0,0,1
64132,1102,3079,1101,1,4,0,176,12,2,0,10,2,0,1,0,0,0,0,1,11,0,0,0,22,0,1,5,0,0,1,0
10241,125,306,124,2,9,1,30,2,4,0,5,2,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,1,1
60750,717,2614,716,5,19,5,0,8,5,0,4,1,0,0,0,0,0,0,1,2,0,0,0,8,0,9,19,0,0,0,1
182949,1173,10235,1172,5,13,1,12,296,6,1,32,85,0,0,0,1,0,0,1,12,0,0,0,154,1,0,4,0,0,0,0
25649,378,1530,377,2,10,0,8,122,6,0,5,1,0,0,0,0,0,0,1,4,0,0,0,46,0,1,26,0,0,0,0
83863,522,3396,521,2,12,0,32,2,0,0,11,49,0,0,0,1,0,0,1,18,0,3,0,10,1,0,19,0,0,1,0
91267,1023,4717,1022,1,1,0,28,147,0,0,11,148,0,1,1,0,0,0,1,8,0,0,0,80,0,0,7,0,0,0,0
165350,1246,2748,1245,2,5,0,346,7,1,0,36,29,0,0,0,1,0,0,1,5,0,3,0,49,0,0,148,0,0,1,0
62844,1140,1804,1139,1,2,0,383,3,0,0,4,0,0,0,0,0,0,0,0,9,0,1,0,109,0,0,1,0,0,1,0
7314,27,92,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
11040,191,572,190,1,8,1,5,0,6,0,12,2,0,1,1,0,0,0,1,9,0,2,0,1,0,1,2,0,0,0,1
50788,2170,2727,2169,1,1,0,10,91,0,0,5,31,0,0,0,1,0,0,1,17,0,0,0,13,0,1,0,0,0,0,0
7141,95,159,94,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
29859,237,766,236,1,10,1,22,8,7,0,11,7,0,0,0,1,1,0,1,5,0,0,0,18,2,2,1,0,0,0,0
75507,1181,3432,1180,2,10,0,150,4,6,0,54,34,0,1,0,0,1,0,1,28,0,1,0,34,0,7,12,0,0,2,0
64493,307,614,306,1,6,0,7,11,2,0,19,28,0,1,1,1,0,0,1,12,0,0,0,2,0,2,1,0,0,1,0
5857,62,235,61,2,6,0,15,3,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
209214,1720,9580,1719,4,13,2,385,11,0,1,22,13,0,0,0,0,0,0,1,3,0,0,0,284,0,2,106,0,0,4,0
8888,139,377,138,0,30,0,0,0,0,0,9,5,0,0,0,0,0,0,0,7,0,1,0,1,0,0,4,1,0,0,0
753,8,23,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7314,27,92,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
169619,2378,8151,2377,1,4,0,437,12,2,0,10,2,0,1,0,0,0,0,1,12,0,1,0,143,0,1,11,0,0,1,0
5855,89,208,88,1,2,1,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,1
103711,1567,3143,1566,3,11,1,303,46,3,0,32,16,0,0,0,0,0,0,1,8,0,0,0,185,0,0,35,1,0,1,0
400229,2867,20441,2866,1,7,0,469,87,6,0,78,128,1,0,0,1,1,0,1,4,0,0,0,274,0,1,39,0,0,0,0
61191,725,2636,724,5,19,5,0,11,5,0,4,1,0,0,0,0,0,0,1,2,0,0,0,11,0,9,19,0,0,0,1
17,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,30,95,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1
752137,9865,15117,9864,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0
3753,14,157,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,4,0,0,0,1
32336,563,1334,562,0,0,0,59,2,0,0,22,56,0,0,0,0,0,0,1,15,0,0,0,11,0,1,4,0,0,0,0
178,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17516,162,512,161,2,1,0,21,0,0,0,11,5,0,0,0,0,0,0,1,9,0,0,0,34,0,0,1,0,0,1,0
275377,3732,10799,3731,3,7,0,157,161,0,0,52,20,0,0,0,0,0,0,1,10,0,1,0,58,0,1,77,0,0,0,0
612924,8268,36371,8267,1,2,0,1476,160,0,0,60,138,0,0,0,1,1,0,1,11,0,2,0,453,0,4,147,0,0,1,0
127887,842,6334,841,2,22,0,61,162,8,0,26,2,0,0,0,0,0,0,0,11,0,0,0,58,0,0,11,0,0,0,0
319696,1034,9582,1033,5,35,1,9,889,18,0,51,106,0,1,1,1,0,0,1,4,0,1,0,36,0,2,26,0,0,1,0
59769,1000,1675,999,1,1,0,124,7,0,1,24,33,1,0,0,1,0,0,1,14,0,2,0,43,0,0,9,0,0,0,0
52394,864,1293,863,1,9,0,78,7,6,0,22,46,0,0,0,1,1,0,1,15,0,0,0,1,0,0,23,0,0,0,0
8918,25,465,24,1,6,1,0,26,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,5,2,0,1,0,0,0,1
21794,236,861,235,0,0,0,11,10,0,0,5,15,0,0,0,1,1,0,1,4,0,0,0,21,0,2,97,1,0,0,0
21326,238,916,237,1,1,0,0,62,0,1,10,3,0,0,0,0,0,0,0,2,0,5,0,54,0,0,82,0,0,0,0
35957,408,1691,407,4,40,3,10,63,23,0,43,24,0,0,0,0,0,0,1,27,0,1,0,23,0,0,26,0,0,3,0
5859,55,306,54,1,3,1,0,6,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,25,1,0,0,1
124979,2155,6961,2154,1,2,0,543,67,0,0,39,31,0,1,1,0,1,0,1,14,0,1,0,62,1,3,77,0,0,0,0
6610,114,292,113,1,6,1,19,2,2,0,6,3,0,0,0,0,0,0,1,4,0,0,0,2,0,0,1,0,0,0,0
27642,125,760,124,0,0,0,22,3,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,31,0,0,0,1
1111,25,43,24,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
165033,3830,9116,3829,2,15,1,209,13,10,0,6,5,0,0,0,0,0,0,1,10,0,4,4,46,0,1,5,0,0,2,0
9369,137,477,136,1,5,1,0,4,3,0,11,2,0,1,1,0,0,0,1,9,0,1,0,3,2,1,0,0,0,0,1
4637,93,270,92,0,0,0,0,2,0,0,7,5,0,1,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
3462,38,119,37,1,4,1,0,9,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,7,0,0,0,1
119609,1124,6600,1123,1,2,0,269,10,0,0,34,17,0,1,1,1,0,0,1,12,0,0,0,4,0,2,2,0,0,1,0
8640,95,428,94,1,2,1,0,21,1,0,9,1,0,0,0,0,0,0,0,2,0,0,0,20,0,0,10,0,0,0,1
55897,409,3101,408,1,4,0,30,54,2,0,23,1,0,0,0,0,0,0,1,3,0,4,0,42,1,1,50,0,0,0,0
205630,8718,11862,8717,1,6,0,34,4,3,0,13,815,0,0,0,1,0,0,1,2,0,0,0,2,0,8,37,4,0,0,0
225085,7437,12461,7436,1,2,0,161,5,0,0,24,38,0,1,1,0,0,0,1,19,0,0,0,36,0,2,16,0,0,0,0
115354,961,6617,960,1,2,0,21,341,0,0,21,15,1,1,0,0,0,0,0,3,0,0,0,116,0,0,3,0,0,0,0
19706,138,538,137,2,9,0,10,23,2,0,10,3,0,0,0,0,0,0,1,3,0,1,0,8,0,0,1,0,0,0,0
25364,292,1060,291,1,6,1,0,0,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,3,0,13,0,0,0,0,1
190532,8434,11079,8433,1,6,0,43,4,3,0,11,811,0,0,0,1,0,0,1,2,0,0,0,1,0,9,39,3,0,0,0
72383,1239,3389,1238,1,2,0,211,78,0,0,17,4,0,0,0,0,0,0,1,12,0,0,0,106,1,0,7,0,0,0,0
190609,1624,12600,1623,0,2,0,63,317,1,0,11,4,0,0,0,0,0,0,1,4,0,0,0,236,0,0,2,0,0,0,0
18862,108,572,107,1,4,0,9,222,2,0,4,5,0,0,0,0,0,0,0,11,0,1,0,11,0,1,15,1,0,0,0
29468,409,867,408,2,4,0,51,0,0,0,7,6,0,0,0,0,0,0,1,4,0,0,0,6,1,1,0,0,0,2,1
29132,378,1152,377,2,15,1,22,41,10,0,36,16,0,0,0,0,0,0,1,7,0,3,2,5,0,1,18,0,0,0,0
295,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
680,20,21,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
114250,850,4437,849,6,70,3,90,193,17,0,27,31,0,0,0,0,0,0,1,18,0,0,0,51,0,1,154,0,0,0,0
81,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40252,433,1660,432,1,3,0,163,182,1,0,6,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
192285,1273,8761,1272,5,23,1,7,638,14,0,17,8,0,0,0,0,0,0,1,6,0,0,0,243,0,0,73,0,0,1,0
72582,899,2936,898,0,0,0,114,114,0,0,35,17,0,0,0,0,0,0,1,3,0,1,0,121,0,0,62,0,0,0,0
25667,208,1207,207,4,13,0,12,66,7,0,9,3,0,0,0,0,0,0,1,15,0,0,0,23,0,0,19,0,0,0,0
19614,247,803,246,0,0,0,70,0,0,0,3,2,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0
229792,2462,9158,2461,1,6,0,328,291,4,0,70,64,0,1,1,0,0,0,1,39,1,5,0,158,0,3,192,0,0,1,0
6386,7,321,6,1,3,1,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,32,0,0,0,1
51944,509,2280,508,2,10,1,73,156,7,0,25,21,0,0,0,1,0,0,1,11,0,0,0,23,0,0,5,0,0,0,0
33533,274,1402,273,3,3,0,10,81,1,0,20,30,0,0,0,0,0,0,1,8,0,1,0,9,0,0,1,0,0,0,0
32195,291,1186,290,1,6,1,0,3,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,4,0,13,1,0,0,0,1
35519,270,1215,269,3,10,3,12,203,3,0,23,3,0,0,0,0,0,0,1,16,0,1,0,35,0,0,10,0,0,0,0
34703,444,1551,443,1,2,0,67,0,0,0,6,1,0,0,0,0,0,0,1,17,0,1,0,45,0,0,36,0,0,1,0
29835,265,991,264,1,3,0,52,44,0,0,9,3,0,0,0,0,0,0,1,9,0,2,0,4,0,0,6,0,0,1,0
56704,360,1721,359,2,4,1,10,150,0,1,18,2,0,0,0,1,0,0,1,18,0,1,0,8,0,0,4,0,0,0,0
13712,232,425,231,0,0,0,9,2,0,0,9,10,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,1
18253,170,753,169,2,6,1,1,15,0,0,12,35,0,0,0,1,0,0,1,5,0,0,0,4,0,0,3,1,0,0,1
12652,110,203,109,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0
189740,8418,11000,8417,1,6,0,34,4,3,0,11,811,0,0,0,1,0,0,1,2,0,0,0,1,0,8,39,3,0,0,0
13010,119,302,118,1,2,0,37,14,0,0,7,2,0,0,0,0,0,0,1,4,0,0,0,13,0,0,0,0,0,1,0
10392,140,620,139,0,0,0,12,13,0,0,11,3,0,0,0,0,0,0,1,13,0,2,0,7,0,0,3,0,0,0,0
1722,31,36,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47752,667,2257,666,2,35,0,1,14,31,0,15,130,0,0,0,1,0,0,1,15,0,0,0,2,0,1,9,0,0,0,0
15702,268,564,267,1,23,1,12,0,19,0,21,7,0,0,0,0,0,0,1,3,0,0,0,2,0,3,1,0,0,0,1
82891,546,3791,545,1,16,0,30,147,9,0,21,15,0,0,0,1,0,0,1,4,0,1,1,19,0,3,36,0,0,0,0
137601,866,6109,865,1,4,0,111,202,2,0,29,22,0,0,0,0,1,0,1,9,0,0,0,62,1,5,11,0,0,1,0
2375,31,72,30,1,2,0,3,7,0,0,3,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
118778,1233,5288,1232,0,2,0,6,252,0,0,47,61,0,0,0,1,1,0,1,4,0,0,0,4,1,1,77,0,0,0,0
150614,14256,8140,14255,0,0,0,4,60,0,0,7,2,0,0,0,0,0,0,1,3,0,0,0,54,0,0,0,0,0,0,0
154361,2181,7529,2180,3,6,0,925,153,3,0,10,14,0,0,0,0,0,0,1,7,0,0,0,23,0,1,530,0,0,0,0
15704,190,732,189,0,0,0,11,39,0,0,13,3,0,0,0,0,0,0,0,15,0,1,0,16,0,0,4,0,0,0,0
78477,1058,2598,1057,2,2,0,115,11,0,0,16,28,1,0,0,0,0,0,1,5,0,0,0,71,0,0,0,0,0,2,0
18049,173,702,172,2,2,0,14,21,0,0,12,2,0,1,1,0,0,0,0,14,0,3,0,12,0,0,2,0,0,0,0
86487,2140,3249,2139,3,6,0,130,374,2,0,24,38,0,0,0,1,0,0,1,6,0,1,0,12,0,1,5,0,0,0,0
4210,67,187,66,1,3,1,0,5,1,0,3,1,0,0,0,0,0,0,1,9,0,0,0,5,1,1,0,0,0,0,1
189993,8417,11070,8416,1,6,0,35,4,3,0,11,813,0,0,0,1,0,0,1,2,0,0,0,2,0,9,40,4,0,0,0
3223,74,235,73,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,1
43524,812,2099,811,1,2,0,72,4,0,0,38,77,0,0,0,1,0,0,1,19,0,0,0,20,1,5,5,0,0,1,0
72708,845,2787,844,2,6,0,30,97,2,0,56,91,0,0,0,1,0,0,1,11,0,1,0,7,0,0,40,0,0,0,0
38968,579,1892,578,1,2,0,6,363,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,48,0,0,6,0,0,1,0
26785,200,1258,199,1,3,0,39,186,1,0,8,1,0,0,0,0,0,0,0,4,0,0,0,58,0,0,13,0,0,0,0
52603,407,450,406,1,1,0,10,29,1,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0
203099,3408,6436,3407,3,19,1,756,41,8,1,36,13,0,1,0,0,0,0,1,33,0,14,0,57,0,1,466,0,0,3,0
107721,1139,3318,1138,2,2,0,168,6,0,0,34,3,0,0,0,1,0,0,1,4,0,0,0,54,0,0,53,0,0,2,1
291,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
60999,219,2937,218,2,2,0,23,132,0,0,7,3,0,0,0,0,0,0,1,14,0,0,0,6,0,2,18,0,0,1,0
9756,117,546,116,1,4,0,3,34,2,0,9,0,0,1,1,0,0,0,1,8,0,0,0,15,0,1,15,0,0,1,0
382723,9916,14802,9915,3,39,4,0,8,30,0,7,1097,1,1,1,1,1,0,1,5,0,0,0,1,0,1,5,0,0,0,1
50571,900,1734,899,1,2,0,114,3,0,0,12,26,0,1,1,0,0,0,1,3,0,0,0,51,0,2,39,0,0,1,0
39826,570,1700,569,1,2,0,103,15,1,0,30,26,0,1,1,1,0,0,1,3,0,2,0,27,0,4,32,0,0,1,0
59785,828,2363,827,2,10,0,65,32,4,1,3,2,0,0,0,0,0,0,1,18,0,0,0,74,2,0,5,0,0,0,0
